119	22.9	13.7	0.01	2.9
120	26.2	12.1	0	1
121	27.6	16.8	0	2.9
122	29.9	17	0	2.4
123	24.4	20.6	0.77	3.1
124	25.3	17.6	1.41	4.6
125	29.2	14.7	0	1.7
126	25.2	21.5	0.81	2.6
127	30.2	20.9	0	2.4
128	20.8	15.5	0.19	2.7
129	17.9	14.5	0.12	1.9
130	18.4	14.2	0.57	0.5
131	18.4	12	2.32	2.5
132	25.8	13.4	0	1.9
133	29.8	17	0	2.7
134	23.9	16.2	0	2
135	25.1	16	0	2.8
136	23.5	14.4	0.93	3.2
137	24.2	14.1	0.15	1.9
138	26	16.7	0	3.1
139	26.7	16.5	0	2.4
140	26.4	18	0	2.5
141	22.6	18.8	0.53	2.3
142	20.1	18.3	2.65	2.8
143	22	18.1	0.03	2.1
144	24.7	18	0	1.5
145	25.8	18.8	0.1	1.7
146	30.2	19.7	0	2.5
147	26	22.5	0.2	1.1
148	23.6	19.6	1.73	1.5
149	21.1	19.2	2.57	0.9
150	21	19.7	2.99	1.4
151	25.9	18.8	0	1.7
152	29.8	20.6	0.37	1.9
153	24.6	18.1	1.61	2.4
154	25.5	16.9	0	1.7
155	21	17.1	1.64	3
156	23.9	19.4	0.09	3.5
157	25.9	18.6	0	1.5
158	27.9	18.8	0	1.9
159	27.8	21.6	0.35	1.6
160	26	22	0.14	1.6
161	24.2	21.2	0	1.8
162	29.1	20.1	0	2.1
163	31.2	23.6	0.59	1.1
164	24.6	20.2	6.47	1.6
165	29.7	20.5	0.01	1.5
166	32.8	21.6	0	2.4
167	31.2	25	0.02	2.1
168	26.9	21.4	0.09	0.9
169	30.8	21.6	0	2.5
170	32.3	22.9	0	2.7
171	31.2	25.7	0.59	1.9
172	27.7	23.8	4.6	1.8
173	33.2	24.2	0.01	1
174	30	24	1.75	1.8
175	33.1	25.7	0	1.7
176	31.3	22.8	0.08	2.8
177	22.9	20.1	1.74	1.2
178	26.5	19.5	0	2.4
179	23.2	20.8	2.23	1
180	24.7	22.1	3.35	0.5
181	26.9	22.7	0.7	1.9
182	33	24.4	0	2.1
183	31.3	24.8	0.64	2.8
184	25.4	23	9.76	1.4
185	28.7	23.1	0.86	1.5
186	34.5	25.5	0.03	2.4
187	33.4	26.5	0.22	1.7
188	33.6	25.7	0	1.4
189	32.6	26.6	0	2.5
190	32	25.6	0	3
191	29.5	25.8	0	2.4
192	30.4	25.4	0.06	2
193	30.4	26.5	0.14	2.1
194	34.2	27.3	0	1.4
195	34.8	28.6	0	1.6
196	30.3	26.9	1.27	1.1
197	36.1	26.5	0.1	1.9
198	29.4	23.5	0.25	2.8
199	32.8	24.4	0	1.8
200	33.8	26.1	0	2
201	33.8	27.1	0	2.6
202	36.8	28.1	0	2.8
203	38.5	28.9	0	2.3
204	38.6	29.8	0	1.5
205	38.7	30.5	0	1.9
206	39.1	29.6	0	1.9
207	37.1	27.9	0	2.6
208	39.1	28.3	0	2.1
209	39.8	30.6	0	2
210	38.8	30.9	0	1.9
211	37.8	27.4	3	1.5
212	36.3	28.6	0	2.8
213	35	28.4	0	3.2
214	34.8	28	0	3
215	35.9	26	1.19	2.3
216	31.5	26	0.91	1.9
217	31.8	25.9	1.98	0.7
218	33.4	26.7	0	1.2
219	34.5	27.2	0	1.9
220	34.5	27.8	0	3
221	33.9	27.5	0	2.5
222	33.1	24.8	1.57	2.5
223	34.7	27.6	0.04	2.4
224	34.3	28.4	0	2.6
225	34.4	28.3	0	2.4
226	35.8	28.5	0	2.5
227	35.6	27.8	0	2.5
228	35.8	27.5	0	2.2
229	35	27.5	0	2.1
230	34.3	27.8	0	2
231	35.6	28.1	0	2.7
232	36.8	29.1	0	2.9
233	37.5	29.2	0	1.3
234	36.3	28.9	0	1
235	34.9	28.1	0	1.6
236	34.5	27.3	0	2.2
237	34.3	24.9	0	1
238	35.2	25.5	0	1.9
239	32	26.6	0.45	2.3
240	29.6	23.8	0	2.8
241	30.4	22.3	0	3.3
242	29.9	22.1	0	1.8
243	30.3	22.7	0	2.8
244	31.8	22.3	0	2.4
245	32.5	24.1	0	1.6
246	34.8	23.7	0	1.9
247	34.6	21.6	0	1.6
248	32.2	24	0	1.3
249	31.4	25.2	0	1.4
250	27.1	22.6	0.27	0.6
251	24	19.9	1.84	1.3
252	30.1	19.8	0	0.8
253	32.6	21	0	1.2
254	28.7	24.4	0	1.4
255	26.8	20.9	0.56	1.4
256	29.2	19.5	0	1.2
257	29	21	0	1.4
258	25	20.1	2.67	1.7
259	25.1	21.2	3.02	2.4
260	28.2	22.3	5.05	3.1
261	28	21.9	0	2.4
262	28.4	22	0	2.6
263	27.9	21.1	0	3.4
264	27.1	19.4	0	2.3
265	26.3	19.6	0	1.5
266	27.5	19.8	0	1.3
267	27.2	18.8	0	2
268	28.6	19.9	0	1.9
269	30	19.6	0	1.4
270	30	21.5	0	1.8
271	31.5	23.8	0	2
272	26.8	21.9	2.02	3.1
273	22.6	20.5	0.49	3.4
274	24.5	21.1	0.23	0.7
275	28.8	23.1	0.11	0.5
276	31.4	25.1	0	2.5
277	25.6	21.2	0.34	2.5
278	27.2	21.5	0	1.8
279	27.7	22.2	0	1.7
280	25.3	19.5	0.23	2.3
281	22.3	18.7	0.13	0.9
282	23.6	18.2	1.13	1.9
283	21.4	15.8	0	2.6
284	22.7	13.9	0	1.9
285	24.3	15.1	0	1.6
286	21.9	17.1	0.2	1.5
287	20.5	18.6	0	1.7
288	21.8	16.9	0.26	1.4
289	23.7	20	0	1.3
290	26.5	20.3	0	1.9
291	23.9	18.9	0	1.2
292	24.8	19.4	0	1.8
293	21.3	19.2	0.85	1.4
294	21.4	19	1.13	1.6
295	21.3	19.5	2.67	3
296	22.3	21	7.09	2.7
297	22	18.5	2.94	1.9
298	25	17.5	0	1
299	22.5	17.2	0	1.6
300	20.8	16.8	5.66	1.6
301	20.7	16.5	1.79	1.3
302	21.5	14.7	0.05	3.2
303	15	13.4	0.09	1.4
304	18.5	11.3	0	1.4
305	15.8	13.5	0.99	1.2
306	16	10	0	2.8
307	16.6	6.9	0	1.1
308	18.4	7.8	0	0.3
309	20.8	9	0	1.9
310	24.2	13.8	0	1.6
311	23.3	12.1	0	1.1
312	23.9	15.2	1.62	1.4
313	18.8	10.6	0.85	2.7
314	12.4	9.6	0	2
315	12.5	10.4	0	2.2
316	18.2	6.9	0	1.6
317	21.9	13.1	0	2.8
318	21.1	13.5	0.02	0.8
319	21.7	15.2	0	0.9
320	17.7	11.9	0	2
321	17	9.5	0.01	1.4
322	15.8	14.7	0.57	1.3
323	21.3	15.5	0.39	1.4
324	21.6	16	0.04	0.7
325	19.8	15.5	0.61	2.2
326	18.1	15.5	1.01	0.6
327	16.5	7.5	0.08	3.3
328	7.6	2.6	0.4	3.9
329	8	0.7	0.06	2.1
330	10.2	3.9	0	0.7
331	10.2	6.2	1.38	2.7
332	13.1	5.4	0	1.9
333	12.8	5.5	0	1.9
334	12.4	4.5	0	0.2
335	13.7	9.7	0	1.8
336	14.6	7.6	0	1.1
337	14.2	4.9	0	1.1
338	16.5	4.7	0	1.1
339	17	9.4	0.02	1.5
340	19.1	8.2	0	1.8
341	15.5	6.2	0	2.7
342	15.2	4.4	0	1.1
343	16.6	5.7	0	1.2
344	14.4	7.2	0	1.7
345	13.1	4.8	0	1.5
346	13.8	5.7	0	1.7
347	19.1	10.1	0	1.3
348	13.4	9.5	0.7	1.5
349	10	4.4	0.03	3
350	7.4	1	0	2.6
351	8.1	1.8	0	1
352	12.8	0.3	0	2.5
353	16.9	9.2	0	1.4
354	18.4	9.6	0	0.5
355	13.6	10.3	0.21	2.4
356	19.1	11.3	0.66	2.6
357	11.3	7.4	0.15	3.3
358	9.7	5.1	0	1.9
359	10.4	4.2	0	1.5
360	11	8.5	0.57	2
361	11.9	8	2.09	2.8
362	8	2.8	0.01	2.9
363	7	1.1	0	2.2
364	7	1.4	0	1.6
365	11.1	-0.8	0	1.4
366	13.6	1.7	0	0.4
